Pclass,Sex,Age,Fare,Embarked,Familysize,Isalone,HasCabin,Title,Pclass_Fare,Age_Fare,Survived
1,0,45.0,26.55,2,1,1,0,0.0,26.55,1194.75,1
3,1,18.0,9.35,2,2,0,0,2.0,28.049999999999997,168.29999999999998,1
3,0,29.0,7.225,0,1,1,0,0.0,21.674999999999997,209.52499999999998,0
3,0,4.0,31.275,2,7,0,0,3.0,93.82499999999999,125.1,0
1,0,37.0,29.7,0,2,0,1,0.0,29.7,1098.8999999999999,0
3,0,19.0,7.8958,2,1,1,0,0.0,23.6874,150.02020000000002,0
3,0,17.0,8.6625,2,1,1,0,0.0,25.987499999999997,147.2625,0
3,0,32.0,56.4958,2,1,1,0,0.0,169.4874,1807.8656,1
2,0,57.0,12.35,1,1,1,0,4.0,24.7,703.9499999999999,0
3,0,33.0,8.6625,0,1,1,0,0.0,25.987499999999997,285.8625,0
1,0,27.0,76.7292,0,1,1,1,0.0,76.7292,2071.6884,1
3,0,34.0,8.05,2,1,1,0,0.0,24.150000000000002,273.70000000000005,0
1,1,35.0,53.1,2,2,0,1,2.0,53.1,1858.5,1
1,0,18.0,108.9,0,2,0,1,0.0,108.9,1960.2,0
1,0,46.0,61.175,2,2,0,1,0.0,61.175,2814.0499999999997,0
2,0,29.0,21.0,2,2,0,0,0.0,42.0,609.0,0
1,1,62.0,80.0,2,1,1,1,2.0,80.0,4960.0,1
1,0,29.0,30.5,2,1,1,1,0.0,30.5,884.5,1
3,1,29.0,25.4667,2,5,0,0,1.0,76.4001,738.5343,0
3,0,20.0,15.7417,0,3,0,0,0.0,47.2251,314.834,1
3,0,29.0,14.5,2,1,1,0,0.0,43.5,420.5,0
3,1,29.0,25.4667,2,5,0,0,1.0,76.4001,738.5343,0
3,0,35.0,7.8958,0,1,1,0,0.0,23.6874,276.353,0
3,0,30.0,7.8958,2,1,1,0,0.0,23.6874,236.87400000000002,0
2,0,25.0,13.0,2,1,1,0,0.0,26.0,325.0,0
3,0,36.0,15.55,2,2,0,0,0.0,46.650000000000006,559.8000000000001,0
3,0,22.0,7.225,0,1,1,0,0.0,21.674999999999997,158.95,1
1,0,34.0,26.55,2,1,1,0,0.0,26.55,902.7,1
3,0,29.0,7.75,1,1,1,0,0.0,23.25,224.75,0
3,0,9.0,20.525,2,3,0,0,3.0,61.574999999999996,184.725,1
3,0,45.0,6.975,2,1,1,0,0.0,20.924999999999997,313.875,0
3,1,0.75,19.2583,0,4,0,0,1.0,57.774899999999995,14.443724999999999,1
3,0,27.0,6.975,2,1,1,0,0.0,20.924999999999997,188.325,1
1,0,42.0,26.2875,2,1,1,1,0.0,26.2875,1104.075,1
2,0,21.0,11.5,2,2,0,0,0.0,23.0,241.5,0
1,1,48.0,25.9292,2,1,1,1,2.0,25.9292,1244.6016,1
2,1,28.0,12.65,2,1,1,0,2.0,25.3,354.2,1
3,0,2.0,21.075,2,5,0,0,3.0,63.224999999999994,42.15,0
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
3,0,20.0,7.8542,2,1,1,0,0.0,23.5626,157.084,0
2,0,19.0,10.5,2,1,1,0,0.0,21.0,199.5,1
3,0,29.0,56.4958,2,1,1,0,0.0,169.4874,1638.3782,1
3,1,2.0,31.275,2,7,0,0,1.0,93.82499999999999,62.55,0
3,0,29.0,7.7375,1,1,1,0,0.0,23.2125,224.3875,0
1,1,52.0,93.5,2,3,0,1,2.0,93.5,4862.0,1
3,0,39.0,31.275,2,7,0,0,0.0,93.82499999999999,1219.725,0
2,0,18.0,73.5,2,1,1,0,0.0,147.0,1323.0,0
3,0,39.0,7.925,2,1,1,0,0.0,23.775,309.075,0
3,0,27.0,8.6625,2,1,1,0,0.0,25.987499999999997,233.8875,1
2,1,30.0,21.0,2,4,0,0,2.0,42.0,630.0,1
3,1,45.0,14.4542,0,2,0,0,2.0,43.3626,650.439,0
3,0,30.0,9.5,2,1,1,0,0.0,28.5,285.0,1
2,1,27.0,21.0,2,2,0,0,2.0,42.0,567.0,0
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
2,0,36.0,10.5,2,1,1,0,0.0,21.0,378.0,0
1,1,26.0,78.85,2,1,1,0,1.0,78.85,2050.1,1
2,1,38.0,13.0,2,1,1,0,1.0,26.0,494.0,0
2,1,24.0,18.75,2,6,0,0,2.0,37.5,450.0,1
3,0,29.0,8.05,2,1,1,0,0.0,24.150000000000002,233.45000000000002,0
3,0,25.0,7.25,2,1,1,0,0.0,21.75,181.25,0
3,0,14.0,39.6875,2,6,0,0,0.0,119.0625,555.625,0
3,0,28.0,7.8542,2,1,1,0,0.0,23.5626,219.9176,0
3,0,51.0,7.75,2,1,1,0,0.0,23.25,395.25,0
3,0,29.0,7.225,0,1,1,0,0.0,21.674999999999997,209.52499999999998,0
3,0,18.0,8.05,2,1,1,0,0.0,24.150000000000002,144.9,1
2,0,36.5,26.0,2,3,0,1,0.0,52.0,949.0,0
3,0,29.0,8.05,2,1,1,0,0.0,24.150000000000002,233.45000000000002,0
3,0,29.0,7.25,2,1,1,0,0.0,21.75,210.25,0
3,0,26.0,8.05,2,1,1,0,0.0,24.150000000000002,209.3,0
3,0,18.0,20.2125,2,3,0,0,0.0,60.637499999999996,363.825,0
3,0,29.0,7.75,1,1,1,0,0.0,23.25,224.75,0
1,0,56.0,26.55,2,1,1,0,0.0,26.55,1486.8,0
3,1,11.0,31.275,2,7,0,0,1.0,93.82499999999999,344.025,0
1,0,42.0,52.0,2,2,0,0,0.0,52.0,2184.0,0
1,0,31.0,50.4958,2,1,1,1,0.0,50.4958,1565.3698000000002,0
3,1,29.0,21.075,2,5,0,0,2.0,63.224999999999994,611.175,0
3,0,70.5,7.75,1,1,1,0,0.0,23.25,546.375,0
3,0,28.0,22.525,2,1,1,0,0.0,67.57499999999999,630.6999999999999,0
3,0,20.0,4.0125,0,1,1,0,0.0,12.037500000000001,80.25,0
3,0,20.0,8.05,2,1,1,0,0.0,24.150000000000002,161.0,0
2,1,40.0,39.0,2,3,0,0,2.0,78.0,1560.0,1
1,0,29.0,30.0,2,1,1,1,0.0,30.0,870.0,0
1,0,29.0,29.7,0,1,1,1,0.0,29.7,861.3,1
2,1,55.0,16.0,2,1,1,0,2.0,32.0,880.0,1
2,1,25.0,30.0,2,3,0,0,1.0,60.0,750.0,1
2,0,21.0,73.5,2,3,0,0,0.0,147.0,1543.5,0
3,0,29.0,7.05,2,1,1,0,0.0,21.15,204.45,0
3,1,2.0,10.4625,2,2,0,1,1.0,31.387500000000003,20.925,0
3,0,36.0,24.15,2,3,0,0,0.0,72.44999999999999,869.4,0
3,1,9.0,31.275,2,7,0,0,1.0,93.82499999999999,281.47499999999997,0
3,0,17.0,7.0542,2,2,0,0,0.0,21.162599999999998,119.92139999999999,0
3,0,16.0,8.05,2,1,1,0,0.0,24.150000000000002,128.8,1
3,0,1.0,20.575,2,4,0,0,3.0,61.724999999999994,20.575,1
3,0,17.0,7.125,2,1,1,0,0.0,21.375,121.125,0
2,0,46.0,26.0,2,1,1,0,0.0,52.0,1196.0,0
1,0,29.0,26.55,2,1,1,0,0.0,26.55,769.95,1
3,0,8.0,29.125,1,6,0,0,3.0,87.375,233.0,0
3,0,39.0,7.925,2,1,1,0,0.0,23.775,309.075,1
3,1,22.0,7.75,2,1,1,0,1.0,23.25,170.5,1
3,0,32.0,8.3625,2,1,1,0,0.0,25.087500000000002,267.6,0
3,0,33.0,7.775,2,1,1,0,0.0,23.325000000000003,256.575,0
3,0,29.0,7.75,1,1,1,0,0.0,23.25,224.75,0
1,0,64.0,26.0,2,1,1,0,0.0,26.0,1664.0,0
3,0,22.0,8.05,2,1,1,0,0.0,24.150000000000002,177.10000000000002,0
3,1,29.0,14.4583,0,2,0,0,2.0,43.3749,419.29069999999996,0
3,0,22.0,9.0,2,1,1,0,0.0,27.0,198.0,0
3,1,18.0,18.0,2,3,0,0,1.0,54.0,324.0,0
1,1,29.0,79.2,0,1,1,0,2.0,79.2,2296.8,1
1,0,29.0,26.55,2,1,1,1,0.0,26.55,769.95,0
3,0,19.0,7.775,2,1,1,0,0.0,23.325000000000003,147.725,0
3,0,19.0,6.75,1,1,1,0,0.0,20.25,128.25,0
2,0,54.0,14.0,2,1,1,0,4.0,28.0,756.0,0
3,0,29.0,14.5,2,1,1,0,0.0,43.5,420.5,0
2,0,18.0,11.5,2,1,1,0,0.0,23.0,207.0,0
3,0,40.0,7.8958,2,1,1,0,0.0,23.6874,315.832,0
3,0,32.0,7.8542,2,1,1,0,0.0,23.5626,251.3344,1
1,1,29.0,55.0,2,2,0,1,2.0,55.0,1595.0,1
2,1,28.0,26.0,2,2,0,0,2.0,52.0,728.0,1
1,1,56.0,83.1583,0,2,0,1,2.0,83.1583,4656.864799999999,1
3,0,19.0,8.05,2,1,1,0,0.0,24.150000000000002,152.95000000000002,1
1,0,40.0,27.7208,0,1,1,0,4.0,27.7208,1108.832,0
3,1,29.0,15.5,1,2,0,0,1.0,46.5,449.5,1
1,0,50.0,106.425,0,2,0,1,0.0,106.425,5321.25,0
2,0,29.0,13.0,2,1,1,0,0.0,26.0,377.0,1
1,0,48.0,76.7292,0,2,0,1,0.0,76.7292,3683.0016000000005,1
3,0,29.0,8.05,2,1,1,0,0.0,24.150000000000002,233.45000000000002,0
2,1,5.0,27.75,2,4,0,0,1.0,55.5,138.75,1
1,0,47.0,52.0,2,1,1,1,0.0,52.0,2444.0,0
1,1,31.0,113.275,0,2,0,1,1.0,113.275,3511.525,1
2,0,30.0,24.0,0,2,0,0,0.0,48.0,720.0,0
3,0,29.0,7.8958,2,1,1,0,0.0,23.6874,228.97820000000002,0
3,0,11.0,46.9,2,8,0,0,3.0,140.7,515.9,0
1,0,47.0,34.0208,2,1,1,1,0.0,34.0208,1598.9776000000002,0
3,0,31.0,7.925,2,1,1,0,0.0,23.775,245.67499999999998,1
1,1,58.0,26.55,2,1,1,1,1.0,26.55,1539.9,1
3,1,2.0,27.9,2,6,0,0,1.0,83.69999999999999,55.8,0
1,1,30.0,86.5,2,1,1,1,1.0,86.5,2595.0,1
2,0,34.0,13.0,2,1,1,1,0.0,26.0,442.0,1
1,1,23.0,263.0,2,6,0,1,1.0,263.0,6049.0,1
3,0,40.5,7.75,1,1,1,0,0.0,23.25,313.875,0
3,0,28.5,7.2292,0,1,1,0,0.0,21.6876,206.0322,0
1,0,45.0,83.475,2,2,0,1,0.0,83.475,3756.3749999999995,0
3,0,28.0,7.8958,2,1,1,0,0.0,23.6874,221.0824,0
1,0,49.0,56.9292,0,2,0,1,4.0,56.9292,2789.5308,1
3,0,59.0,7.25,2,1,1,0,0.0,21.75,427.75,0
3,0,28.5,16.1,2,1,1,0,0.0,48.300000000000004,458.85,0
3,0,51.0,8.05,2,1,1,0,0.0,24.150000000000002,410.55,0
2,1,50.0,26.0,2,2,0,0,2.0,52.0,1300.0,1
3,1,63.0,9.5875,2,1,1,0,2.0,28.762500000000003,604.0125,1
3,1,30.0,8.6625,2,1,1,0,1.0,25.987499999999997,259.875,0
1,1,30.0,56.9292,0,1,1,1,1.0,56.9292,1707.876,1
3,0,29.0,15.2458,0,3,0,0,3.0,45.737399999999994,442.1282,1
1,0,52.0,30.5,2,1,1,1,4.0,30.5,1586.0,1
1,0,29.0,227.525,0,1,1,0,0.0,227.525,6598.225,0
3,0,20.0,7.8542,2,1,1,0,0.0,23.5626,157.084,0
2,0,23.0,15.0458,0,1,1,0,0.0,30.0916,346.0534,0
3,0,16.0,9.2167,2,1,1,0,0.0,27.6501,147.4672,0
3,0,30.0,8.05,2,1,1,0,0.0,24.150000000000002,241.50000000000003,0
1,0,36.0,40.125,0,1,1,1,0.0,40.125,1444.5,0
3,1,28.0,14.4,2,3,0,0,2.0,43.2,403.2,0
2,1,29.0,26.0,2,2,0,0,2.0,52.0,754.0,1
3,0,29.0,7.8958,2,1,1,0,0.0,23.6874,228.97820000000002,0
3,0,29.0,15.5,1,2,0,0,0.0,46.5,449.5,0
3,1,29.0,7.8792,1,1,1,0,1.0,23.6376,228.4968,1
1,0,50.0,133.65,2,3,0,0,4.0,133.65,6682.5,1
2,1,24.0,13.0,2,1,1,0,1.0,26.0,312.0,0
3,1,6.0,31.275,2,7,0,0,1.0,93.82499999999999,187.64999999999998,0
3,0,38.0,8.6625,2,1,1,0,0.0,25.987499999999997,329.175,0
3,0,25.0,7.225,0,1,1,0,0.0,21.674999999999997,180.625,0
2,0,66.0,10.5,2,1,1,0,0.0,21.0,693.0,0
1,1,24.0,49.5042,0,1,1,1,4.0,49.5042,1188.1008,1
3,0,19.0,10.1708,2,1,1,0,0.0,30.5124,193.2452,0
3,0,34.0,6.4958,2,1,1,0,0.0,19.4874,220.8572,0
3,0,2.0,39.6875,2,6,0,0,3.0,119.0625,79.375,0
3,0,29.0,7.75,1,1,1,0,0.0,23.25,224.75,0
3,0,28.0,7.925,2,3,0,0,0.0,23.775,221.9,0
3,1,15.0,14.4542,0,2,0,0,2.0,43.3626,216.813,1
1,0,38.0,0.0,2,1,1,0,4.0,0.0,0.0,0
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
1,0,42.0,52.5542,2,2,0,1,0.0,52.5542,2207.2764,1
3,1,29.0,15.2458,0,3,0,0,2.0,45.737399999999994,442.1282,1
2,0,28.0,13.5,2,1,1,0,0.0,27.0,378.0,0
3,1,29.0,24.15,1,2,0,0,1.0,72.44999999999999,700.3499999999999,1
1,1,21.0,262.375,0,5,0,1,1.0,262.375,5509.875,1
2,1,19.0,26.0,2,2,0,0,2.0,52.0,494.0,1
2,1,24.0,14.5,2,3,0,0,2.0,29.0,348.0,1
1,1,29.0,110.8833,0,1,1,0,1.0,110.8833,3215.6157000000003,1
3,0,4.0,29.125,1,6,0,0,3.0,87.375,116.5,0
3,1,26.0,7.8542,2,1,1,0,1.0,23.5626,204.20919999999998,1
3,0,29.0,24.15,1,2,0,0,0.0,72.44999999999999,700.3499999999999,0
2,1,34.0,32.5,2,3,0,0,2.0,65.0,1105.0,1
2,0,34.0,13.0,2,1,1,0,0.0,26.0,442.0,0
3,1,14.0,11.2417,0,2,0,0,1.0,33.7251,157.3838,1
1,0,54.0,51.8625,2,1,1,1,0.0,51.8625,2800.575,0
1,1,38.0,80.0,2,1,1,1,1.0,80.0,3040.0,1
1,0,25.0,91.0792,0,2,0,1,0.0,91.0792,2276.98,1
3,0,29.0,8.6625,2,1,1,0,0.0,25.987499999999997,251.21249999999998,0
1,1,17.0,57.0,2,2,0,1,2.0,57.0,969.0,1
2,0,24.0,10.5,2,1,1,0,0.0,21.0,252.0,0
2,0,29.0,13.8625,0,1,1,0,0.0,27.725,402.01250000000005,1
2,1,30.0,12.35,1,1,1,0,1.0,24.7,370.5,1
1,0,62.0,26.55,2,1,1,1,0.0,26.55,1646.1000000000001,0
1,1,29.0,51.8625,2,2,0,1,2.0,51.8625,1504.0124999999998,1
2,0,8.0,36.75,2,3,0,0,3.0,73.5,294.0,1
3,1,29.0,7.7333,1,1,1,0,1.0,23.1999,224.26569999999998,1
2,0,28.0,33.0,2,2,0,0,4.0,66.0,924.0,0
3,0,16.0,39.6875,2,6,0,0,0.0,119.0625,635.0,0
1,1,24.0,83.1583,0,1,1,1,1.0,83.1583,1995.7992,1
3,0,32.0,7.925,2,1,1,0,0.0,23.775,253.6,1
2,0,32.0,26.0,2,2,0,0,0.0,52.0,832.0,1
3,0,26.0,56.4958,2,1,1,0,0.0,169.4874,1468.8908000000001,1
3,0,29.0,19.9667,2,2,0,0,0.0,59.900099999999995,579.0343,0
3,0,29.0,7.8958,2,1,1,0,0.0,23.6874,228.97820000000002,0
3,0,22.0,7.2292,0,1,1,0,0.0,21.6876,159.0424,0
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,0
3,0,32.0,56.4958,2,1,1,0,0.0,169.4874,1807.8656,1
3,1,31.0,8.6833,2,1,1,0,2.0,26.049899999999997,269.1823,1
2,0,16.0,26.0,2,1,1,0,0.0,52.0,416.0,0
3,1,41.0,39.6875,2,6,0,0,2.0,119.0625,1627.1875,0
2,0,34.0,21.0,2,2,0,0,0.0,42.0,714.0,0
1,1,15.0,211.3375,2,2,0,1,1.0,211.3375,3170.0625,1
3,1,2.0,12.2875,2,2,0,0,1.0,36.8625,24.575,1
2,0,0.83,29.0,2,3,0,0,3.0,58.0,24.07,1
3,1,9.0,34.375,2,5,0,0,1.0,103.125,309.375,0
3,0,24.0,8.05,2,1,1,0,0.0,24.150000000000002,193.20000000000002,0
3,0,25.0,0.0,2,1,1,0,0.0,0.0,0.0,1
2,0,29.0,10.5,2,1,1,0,0.0,21.0,304.5,0
2,1,40.0,15.75,2,1,1,0,2.0,31.5,630.0,1
3,1,26.0,16.1,2,2,0,0,2.0,48.300000000000004,418.6,0
2,1,34.0,13.0,2,1,1,0,1.0,26.0,442.0,1
3,0,29.0,56.4958,2,1,1,0,0.0,169.4874,1638.3782,0
2,0,19.0,36.75,2,3,0,0,0.0,73.5,698.25,0
2,0,35.0,26.0,2,1,1,0,0.0,52.0,910.0,0
3,1,40.0,9.475,2,2,0,0,2.0,28.424999999999997,379.0,0
1,0,50.0,55.9,2,2,0,1,0.0,55.9,2795.0,0
2,1,48.0,65.0,2,4,0,0,2.0,130.0,3120.0,1
1,0,40.0,31.0,0,1,1,1,0.0,31.0,1240.0,1
3,1,29.0,7.75,1,1,1,0,1.0,23.25,224.75,1
3,0,17.0,8.6625,2,1,1,0,0.0,25.987499999999997,147.2625,0
1,1,50.0,28.7125,0,1,1,1,1.0,28.7125,1435.625,0
1,0,24.0,79.2,0,1,1,1,0.0,79.2,1900.8000000000002,0
2,1,18.0,23.0,2,2,0,0,1.0,46.0,414.0,1
3,0,45.0,8.05,2,1,1,0,0.0,24.150000000000002,362.25000000000006,1
3,0,29.0,7.2292,0,1,1,0,0.0,21.6876,209.64679999999998,1
3,1,31.0,18.0,2,2,0,0,2.0,54.0,558.0,0
3,1,14.0,7.8542,2,1,1,0,1.0,23.5626,109.9588,0
1,0,80.0,30.0,2,1,1,1,0.0,30.0,2400.0,1
3,1,29.0,7.8292,1,1,1,0,1.0,23.4876,227.04680000000002,1
1,0,29.0,30.0,2,1,1,1,0.0,30.0,870.0,1
3,0,47.0,7.25,2,1,1,0,0.0,21.75,340.75,0
2,0,35.0,10.5,2,1,1,0,0.0,21.0,367.5,0
3,0,22.0,7.25,2,2,0,0,0.0,21.75,159.5,0
2,0,34.0,13.0,2,1,1,0,0.0,26.0,442.0,0
2,0,28.0,10.5,2,1,1,0,0.0,21.0,294.0,0
3,0,31.0,7.775,2,1,1,0,0.0,23.325000000000003,241.025,0
2,0,48.0,13.0,2,1,1,0,0.0,26.0,624.0,0
3,1,10.0,24.15,2,3,0,0,1.0,72.44999999999999,241.5,0
2,1,24.0,27.0,2,4,0,0,2.0,54.0,648.0,1
1,1,16.0,57.9792,0,2,0,1,1.0,57.9792,927.6672,1
3,1,29.0,7.75,1,3,0,0,1.0,23.25,224.75,0
2,1,24.0,13.0,2,1,1,1,1.0,26.0,312.0,1
2,1,24.0,26.0,2,2,0,0,2.0,52.0,624.0,1
3,0,1.0,39.6875,2,6,0,0,3.0,119.0625,39.6875,0
1,0,29.0,52.0,2,1,1,1,0.0,52.0,1508.0,0
1,1,36.0,71.0,2,3,0,1,1.0,71.0,2556.0,1
2,1,31.0,26.25,2,3,0,0,2.0,52.5,813.75,1
1,0,71.0,49.5042,0,1,1,0,0.0,49.5042,3514.7981999999997,0
1,1,45.0,164.8667,2,3,0,0,2.0,164.8667,7419.0015,1
3,1,23.0,7.55,2,1,1,0,1.0,22.65,173.65,1
3,0,29.0,8.05,2,1,1,0,0.0,24.150000000000002,233.45000000000002,0
3,0,29.0,7.75,1,1,1,0,0.0,23.25,224.75,0
2,1,34.0,10.5,2,1,1,1,2.0,21.0,357.0,1
3,1,29.0,8.1375,1,1,1,0,1.0,24.412499999999998,235.98749999999998,0
3,0,48.0,7.8542,2,1,1,0,0.0,23.5626,377.0016,0
2,1,33.0,27.75,2,4,0,0,2.0,55.5,915.75,1
1,1,44.0,57.9792,0,2,0,1,2.0,57.9792,2551.0848,1
3,0,16.0,9.5,2,1,1,0,0.0,28.5,152.0,0
3,0,30.5,8.05,2,1,1,0,0.0,24.150000000000002,245.52500000000003,0
3,0,19.0,7.8958,2,1,1,0,0.0,23.6874,150.02020000000002,0
1,0,29.0,221.7792,2,1,1,1,0.0,221.7792,6431.5968,0
1,0,45.0,26.55,2,1,1,1,4.0,26.55,1194.75,0
3,0,2.0,29.125,1,6,0,0,3.0,87.375,58.25,0
1,1,35.0,512.3292,0,1,1,0,1.0,512.3292,17931.522,1
3,0,7.0,29.125,1,6,0,0,3.0,87.375,203.875,0
3,0,19.0,7.65,2,1,1,1,0.0,22.950000000000003,145.35,0
2,0,37.0,26.0,2,2,0,0,0.0,52.0,962.0,0
3,0,14.0,46.9,2,8,0,0,0.0,140.7,656.6,0
3,0,29.0,14.4583,0,1,1,0,0.0,43.3749,419.29069999999996,0
1,0,31.0,57.0,2,2,0,1,0.0,57.0,1767.0,1
1,0,35.0,26.2875,2,1,1,1,0.0,26.2875,920.0625,1
1,0,38.0,90.0,2,2,0,1,0.0,90.0,3420.0,1
3,0,22.0,7.125,2,1,1,0,0.0,21.375,156.75,0
2,1,44.0,26.0,2,2,0,0,2.0,52.0,1144.0,0
1,1,24.0,69.3,0,1,1,1,4.0,69.3,1663.1999999999998,1
3,0,34.5,6.4375,0,1,1,0,0.0,19.3125,222.09375,0
2,1,4.0,39.0,2,4,0,1,1.0,78.0,156.0,1
3,0,29.0,7.8958,2,1,1,0,0.0,23.6874,228.97820000000002,0
3,1,27.0,11.1333,2,3,0,0,2.0,33.3999,300.5991,1
3,0,29.0,24.15,1,1,1,0,0.0,72.44999999999999,700.3499999999999,0
1,1,16.0,39.4,2,2,0,1,1.0,39.4,630.4,1
2,1,32.5,13.0,2,1,1,1,1.0,26.0,422.5,1
3,1,23.0,7.925,2,1,1,0,1.0,23.775,182.275,0
3,0,33.0,8.6542,2,1,1,0,0.0,25.9626,285.5886,0
3,0,29.0,7.8958,2,1,1,0,0.0,23.6874,228.97820000000002,0
3,1,22.0,7.75,1,1,1,0,1.0,23.25,170.5,1
2,1,17.0,12.0,0,1,1,0,1.0,24.0,204.0,1
2,0,52.0,13.0,2,1,1,0,0.0,26.0,676.0,0
1,0,70.0,71.0,2,3,0,1,4.0,71.0,4970.0,0
1,0,30.0,27.75,0,1,1,1,0.0,27.75,832.5,0
3,1,29.0,23.25,1,3,0,0,1.0,69.75,674.25,1
1,1,29.0,82.1708,0,2,0,0,2.0,82.1708,2382.9532,1
3,1,29.0,7.225,0,1,1,0,2.0,21.674999999999997,209.52499999999998,1
3,0,29.0,7.75,1,1,1,0,0.0,23.25,224.75,1
3,0,29.0,8.1125,2,1,1,0,0.0,24.337500000000002,235.26250000000002,1
2,0,30.0,13.0,2,1,1,0,0.0,26.0,390.0,0
2,0,42.0,27.0,2,2,0,0,0.0,54.0,1134.0,0
3,0,40.0,15.5,1,3,0,0,0.0,46.5,620.0,0
3,0,22.0,7.7958,2,1,1,0,0.0,23.3874,171.5076,0
1,0,47.0,38.5,2,1,1,1,0.0,38.5,1809.5,0
3,0,29.0,15.1,2,1,1,0,0.0,45.3,437.9,0
3,0,25.0,7.05,2,1,1,0,0.0,21.15,176.25,0
3,0,33.0,7.8958,2,1,1,0,0.0,23.6874,260.5614,0
2,1,28.0,13.0,2,1,1,0,4.0,26.0,364.0,1
1,0,71.0,34.6542,0,1,1,1,0.0,34.6542,2460.4482000000003,0
3,0,24.0,7.05,2,1,1,0,0.0,21.15,169.2,0
2,0,0.67,14.5,2,3,0,0,3.0,29.0,9.715,1
2,1,36.0,13.0,2,1,1,1,2.0,26.0,468.0,1
3,0,42.0,8.4042,2,2,0,0,0.0,25.2126,352.97639999999996,0
1,1,18.0,79.65,2,3,0,1,1.0,79.65,1433.7,1
3,0,29.0,69.55,2,11,0,0,0.0,208.64999999999998,2016.9499999999998,0
2,1,50.0,10.5,2,1,1,0,1.0,21.0,525.0,1
3,0,29.0,7.8958,2,1,1,0,0.0,23.6874,228.97820000000002,0
2,1,57.0,10.5,2,1,1,1,2.0,21.0,598.5,0
3,0,4.0,11.1333,2,3,0,0,3.0,33.3999,44.5332,1
3,0,21.0,8.4333,2,1,1,0,0.0,25.299899999999997,177.09929999999997,0
3,1,18.0,14.4542,0,2,0,0,1.0,43.3626,260.17560000000003,0
2,1,17.0,10.5,2,1,1,0,1.0,21.0,178.5,1
3,0,1.0,46.9,2,8,0,0,3.0,140.7,46.9,0
2,0,27.0,13.0,2,1,1,0,4.0,26.0,351.0,0
2,1,26.0,26.0,2,3,0,0,2.0,52.0,676.0,0
3,0,44.0,16.1,2,2,0,0,0.0,48.300000000000004,708.4000000000001,0
1,0,48.0,52.0,2,2,0,1,0.0,52.0,2496.0,1
3,0,24.0,9.5,2,1,1,0,0.0,28.5,228.0,0
3,1,29.0,7.6292,1,1,1,0,1.0,22.8876,221.2468,0
3,1,29.0,22.3583,0,3,0,0,2.0,67.0749,648.3907,1
3,0,28.0,9.5,2,1,1,0,0.0,28.5,266.0,0
3,0,37.0,7.925,2,3,0,0,0.0,23.775,293.22499999999997,0
3,1,29.0,15.2458,0,3,0,0,2.0,45.737399999999994,442.1282,0
1,1,48.0,39.6,0,2,0,1,4.0,39.6,1900.8000000000002,1
3,1,24.0,19.2583,0,4,0,0,2.0,57.774899999999995,462.19919999999996,1
1,0,26.0,30.0,0,1,1,1,0.0,30.0,780.0,1
2,0,18.0,13.0,2,1,1,0,0.0,26.0,234.0,0
1,0,39.0,0.0,2,1,1,1,0.0,0.0,0.0,0
3,0,23.0,7.8958,2,1,1,0,0.0,23.6874,181.60340000000002,0
3,0,26.0,20.575,2,4,0,0,0.0,61.724999999999994,534.9499999999999,0
3,0,29.0,6.8583,1,1,1,0,0.0,20.5749,198.89069999999998,0
3,0,21.0,7.7333,1,1,1,0,0.0,23.1999,162.39929999999998,0
1,0,46.0,79.2,0,1,1,1,0.0,79.2,3643.2000000000003,0
1,0,36.0,120.0,2,4,0,1,0.0,120.0,4320.0,1
3,1,28.0,7.8958,2,1,1,0,1.0,23.6874,221.0824,0
3,0,25.0,7.65,2,1,1,1,0.0,22.950000000000003,191.25,0
2,0,27.0,13.0,2,1,1,0,0.0,26.0,351.0,0
3,0,29.0,8.05,2,1,1,0,0.0,24.150000000000002,233.45000000000002,0
3,0,21.0,8.05,2,1,1,0,0.0,24.150000000000002,169.05,0
1,1,39.0,83.1583,0,3,0,1,1.0,83.1583,3243.1737,1
1,1,42.0,227.525,0,1,1,0,1.0,227.525,9556.050000000001,1
1,1,63.0,77.9583,2,2,0,1,1.0,77.9583,4911.372899999999,1
3,0,10.0,27.9,2,6,0,0,3.0,83.69999999999999,279.0,0
3,0,29.0,7.2292,0,1,1,0,0.0,21.6876,209.64679999999998,0
3,0,24.0,7.7958,2,1,1,0,0.0,23.3874,187.0992,0
2,0,39.0,26.0,2,1,1,0,0.0,52.0,1014.0,0
2,1,36.0,26.0,2,2,0,0,2.0,52.0,936.0,1
2,0,18.0,11.5,2,1,1,0,0.0,23.0,207.0,0
3,0,35.0,8.05,2,1,1,0,0.0,24.150000000000002,281.75,0
3,0,7.0,39.6875,2,6,0,0,3.0,119.0625,277.8125,0
3,0,9.0,46.9,2,8,0,0,3.0,140.7,422.09999999999997,0
2,0,36.0,13.0,2,1,1,0,0.0,26.0,468.0,0
3,1,31.0,20.525,2,3,0,0,2.0,61.574999999999996,636.275,1
3,1,32.0,15.5,1,3,0,0,2.0,46.5,496.0,0
3,0,16.0,8.05,2,1,1,0,0.0,24.150000000000002,128.8,0
